"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Families Receiving Food Stamp/SNAP Benefits","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Census Tract","06077003502","CA","06077003502","=""06077003502""","4.72","2017-2021","2020","Census","California (State)"
"Census Tract","06077003503","CA","06077003503","=""06077003503""","11.03","2017-2021","2020","Census","California (State)"
"Census Tract","06077003504","CA","06077003504","=""06077003504""","12.93","2017-2021","2020","Census","California (State)"
"Census Tract","06077003601","CA","06077003601","=""06077003601""","24.34","2017-2021","2020","Census","California (State)"
"Census Tract","06077003602","CA","06077003602","=""06077003602""","19.21","2017-2021","2020","Census","California (State)"
"Census Tract","06077003700","CA","06077003700","=""06077003700""","22.49","2017-2021","2020","Census","California (State)"
"Census Tract","06077003803","CA","06077003803","=""06077003803""","28.91","2017-2021","2020","Census","California (State)"
"Census Tract","06077003804","CA","06077003804","=""06077003804""","13.25","2017-2021","2020","Census","California (State)"
"Census Tract","06077003805","CA","06077003805","=""06077003805""","25.39","2017-2021","2020","Census","California (State)"
"Census Tract","06077003806","CA","06077003806","=""06077003806""","15.12","2017-2021","2020","Census","California (State)"
"Census Tract","06077003807","CA","06077003807","=""06077003807""","9.04","2017-2021","2020","Census","California (State)"
"Census Tract","06077003808","CA","06077003808","=""06077003808""","16.00","2017-2021","2020","Census","California (State)"
"Census Tract","06077003900","CA","06077003900","=""06077003900""","23.11","2017-2021","2020","Census","California (State)"
"Census Tract","06077004001","CA","06077004001","=""06077004001""","26.50","2017-2021","2020","Census","California (State)"
"Census Tract","06077004003","CA","06077004003","=""06077004003""","5.43","2017-2021","2020","Census","California (State)"
"Census Tract","06077004004","CA","06077004004","=""06077004004""","5.00","2017-2021","2020","Census","California (State)"
"Census Tract","06077004104","CA","06077004104","=""06077004104""","10.10","2017-2021","2020","Census","California (State)"
"Census Tract","06077004105","CA","06077004105","=""06077004105""","6.51","2017-2021","2020","Census","California (State)"
"Census Tract","06077004106","CA","06077004106","=""06077004106""","1.16","2017-2021","2020","Census","California (State)"
"Census Tract","06077004107","CA","06077004107","=""06077004107""","7.77","2017-2021","2020","Census","California (State)"
"Census Tract","06077004108","CA","06077004108","=""06077004108""","12.44","2017-2021","2020","Census","California (State)"
"Census Tract","06077004202","CA","06077004202","=""06077004202""","7.89","2017-2021","2020","Census","California (State)"
"Census Tract","06077004203","CA","06077004203","=""06077004203""","3.51","2017-2021","2020","Census","California (State)"
"Census Tract","06077004204","CA","06077004204","=""06077004204""","13.21","2017-2021","2020","Census","California (State)"
"Census Tract","06077004205","CA","06077004205","=""06077004205""","3.04","2017-2021","2020","Census","California (State)"
"Census Tract","06077004206","CA","06077004206","=""06077004206""","3.31","2017-2021","2020","Census","California (State)"
"Census Tract","06077004302","CA","06077004302","=""06077004302""","18.34","2017-2021","2020","Census","California (State)"
"Census Tract","06077004305","CA","06077004305","=""06077004305""","3.28","2017-2021","2020","Census","California (State)"
"Census Tract","06077004307","CA","06077004307","=""06077004307""","10.17","2017-2021","2020","Census","California (State)"
"Census Tract","06077004308","CA","06077004308","=""06077004308""","5.78","2017-2021","2020","Census","California (State)"
"Census Tract","06077004309","CA","06077004309","=""06077004309""","1.51","2017-2021","2020","Census","California (State)"
"Census Tract","06077004310","CA","06077004310","=""06077004310""","0.97","2017-2021","2020","Census","California (State)"
"Census Tract","06077004402","CA","06077004402","=""06077004402""","13.30","2017-2021","2020","Census","California (State)"
"Census Tract","06077004403","CA","06077004403","=""06077004403""","26.22","2017-2021","2020","Census","California (State)"
"Census Tract","06077004404","CA","06077004404","=""06077004404""","34.44","2017-2021","2020","Census","California (State)"
"Census Tract","06077004501","CA","06077004501","=""06077004501""","21.96","2017-2021","2020","Census","California (State)"
"Census Tract","06077004502","CA","06077004502","=""06077004502""","21.12","2017-2021","2020","Census","California (State)"
"Census Tract","06077004600","CA","06077004600","=""06077004600""","13.19","2017-2021","2020","Census","California (State)"
"Census Tract","06077004701","CA","06077004701","=""06077004701""","7.56","2017-2021","2020","Census","California (State)"
"Census Tract","06077004703","CA","06077004703","=""06077004703""","6.65","2017-2021","2020","Census","California (State)"
"Census Tract","06077004704","CA","06077004704","=""06077004704""","6.06","2017-2021","2020","Census","California (State)"
"Census Tract","06077004800","CA","06077004800","=""06077004800""","6.38","2017-2021","2020","Census","California (State)"
"Census Tract","06077004903","CA","06077004903","=""06077004903""","8.36","2017-2021","2020","Census","California (State)"
"Census Tract","06077004904","CA","06077004904","=""06077004904""","6.24","2017-2021","2020","Census","California (State)"
"Census Tract","06077004905","CA","06077004905","=""06077004905""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06077004906","CA","06077004906","=""06077004906""","2.67","2017-2021","2020","Census","California (State)"
"Census Tract","06077005001","CA","06077005001","=""06077005001""","3.98","2017-2021","2020","Census","California (State)"
"Census Tract","06077005003","CA","06077005003","=""06077005003""","5.25","2017-2021","2020","Census","California (State)"
"Census Tract","06077005004","CA","06077005004","=""06077005004""","3.16","2017-2021","2020","Census","California (State)"
"Census Tract","06077005106","CA","06077005106","=""06077005106""","8.59","2017-2021","2020","Census","California (State)"
"Census Tract","06077005108","CA","06077005108","=""06077005108""","17.08","2017-2021","2020","Census","California (State)"
"Census Tract","06077005109","CA","06077005109","=""06077005109""","13.32","2017-2021","2020","Census","California (State)"
"Census Tract","06077005119","CA","06077005119","=""06077005119""","6.87","2017-2021","2020","Census","California (State)"
"Census Tract","06077005122","CA","06077005122","=""06077005122""","4.77","2017-2021","2020","Census","California (State)"
"Census Tract","06077005123","CA","06077005123","=""06077005123""","5.64","2017-2021","2020","Census","California (State)"
"Census Tract","06077005124","CA","06077005124","=""06077005124""","11.64","2017-2021","2020","Census","California (State)"
"Census Tract","06077005125","CA","06077005125","=""06077005125""","15.63","2017-2021","2020","Census","California (State)"
"Census Tract","06077005126","CA","06077005126","=""06077005126""","14.82","2017-2021","2020","Census","California (State)"
"Census Tract","06077005127","CA","06077005127","=""06077005127""","21.08","2017-2021","2020","Census","California (State)"
"Census Tract","06077005129","CA","06077005129","=""06077005129""","17.98","2017-2021","2020","Census","California (State)"
"Census Tract","06077005130","CA","06077005130","=""06077005130""","7.22","2017-2021","2020","Census","California (State)"
"Census Tract","06077005131","CA","06077005131","=""06077005131""","15.20","2017-2021","2020","Census","California (State)"
"Census Tract","06077005132","CA","06077005132","=""06077005132""","9.77","2017-2021","2020","Census","California (State)"
"Census Tract","06077005133","CA","06077005133","=""06077005133""","7.33","2017-2021","2020","Census","California (State)"
"Census Tract","06077005134","CA","06077005134","=""06077005134""","3.34","2017-2021","2020","Census","California (State)"
"Census Tract","06077005135","CA","06077005135","=""06077005135""","3.68","2017-2021","2020","Census","California (State)"
"Census Tract","06077005136","CA","06077005136","=""06077005136""","7.34","2017-2021","2020","Census","California (State)"
"Census Tract","06077005137","CA","06077005137","=""06077005137""","10.62","2017-2021","2020","Census","California (State)"
"Census Tract","06077005138","CA","06077005138","=""06077005138""","19.77","2017-2021","2020","Census","California (State)"
"Census Tract","06077005139","CA","06077005139","=""06077005139""","12.90","2017-2021","2020","Census","California (State)"
"Census Tract","06077005140","CA","06077005140","=""06077005140""","11.24","2017-2021","2020","Census","California (State)"
"Census Tract","06077005141","CA","06077005141","=""06077005141""","5.04","2017-2021","2020","Census","California (State)"
"Census Tract","06077005208","CA","06077005208","=""06077005208""","5.48","2017-2021","2020","Census","California (State)"
"Census Tract","06077005211","CA","06077005211","=""06077005211""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06077005212","CA","06077005212","=""06077005212""","4.50","2017-2021","2020","Census","California (State)"
"Census Tract","06077005213","CA","06077005213","=""06077005213""","4.76","2017-2021","2020","Census","California (State)"
"Census Tract","06077005214","CA","06077005214","=""06077005214""","3.37","2017-2021","2020","Census","California (State)"
"Census Tract","06077005215","CA","06077005215","=""06077005215""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06077005216","CA","06077005216","=""06077005216""","3.11","2017-2021","2020","Census","California (State)"
"Census Tract","06077005217","CA","06077005217","=""06077005217""","9.66","2017-2021","2020","Census","California (State)"
"Census Tract","06077005218","CA","06077005218","=""06077005218""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06077005219","CA","06077005219","=""06077005219""","5.04","2017-2021","2020","Census","California (State)"
"Census Tract","06077005220","CA","06077005220","=""06077005220""","5.87","2017-2021","2020","Census","California (State)"
"Census Tract","06077005221","CA","06077005221","=""06077005221""","13.99","2017-2021","2020","Census","California (State)"
"Census Tract","06077005222","CA","06077005222","=""06077005222""","5.29","2017-2021","2020","Census","California (State)"
"Census Tract","06077005223","CA","06077005223","=""06077005223""","1.44","2017-2021","2020","Census","California (State)"
"Census Tract","06077005224","CA","06077005224","=""06077005224""","18.37","2017-2021","2020","Census","California (State)"
